Mat 1:1  βίβλος@nnfsc γένεσις@ngfsc Ἰησοῦς@ngmsp Χριστός@ngmsp υἱός@ngmsc Δαυίδ@ngmsp υἱός@ngmsc Ἀβραάμ@ngmsp 
Mat 22:40  ἐν@pd οὗτος@rddfp ὁ@ddfp δύο@acdfpn ἐντολή@ndfpc ὅλος@annmsn ὁ@dnms νόμος@nnmsc κρεμάννυμι@vipp3s καί@cc ὁ@dnmp προφήτης@nnmpc 
Mat 22:41  συνάγω@vpxpgmp δέ@cc ὁ@dgmp Φαρισαῖος@ngmpp ἐπερωτάω@viaa3s αὐτός@rpamp ὁ@dnms Ἰησοῦς@nnmsp 
Mat 22:42  λέγω@vppanms τίς@rqnns σύ@rpd-p δοκέω@vipa3s περί@pg ὁ@dgms Χριστός@ngmsp τίς@rqgms υἱός@nnmsc εἰμί@vipa3s λέγω@vipa3p αὐτός@rpdms ὁ@dgms Δαυίδ@ngmsp 
Mat 22:43  λέγω@vipa3s αὐτός@rpdmp πῶς@b οὖν@cc Δαυίδ@nnmsp ἐν@pd πνεῦμα@ndnsc καλέω@vipa3s αὐτός@rpams κύριος@namsc λέγω@vppanms 
Mat 22:44  λέγω@viaa3s κύριος@nnmsc ὁ@ddms κύριος@ndmsc ἐγώ@rpg-s κάθημαι@vdpm2s ἐκ@pg δεξιός@angnpn ἐγώ@rpg-s ἕως@cs ἄν@x τίθημι@vsaa1s ὁ@damp ἐχθρός@anampn σύ@rpg-s ὑποκάτω@pg ὁ@dgmp πούς@ngmpc σύ@rpg-s 
Mat 22:45  εἰ@cs οὖν@cc Δαυίδ@nnmsp καλέω@vipa3s αὐτός@rpams κύριος@namsc πῶς@b υἱός@nnmsc αὐτός@rpgms εἰμί@vipa3s 
Mat 22:46  καί@cc οὐδείς@rinms δύναμαι@viim3s ἀποκρίνομαι@vnap αὐτός@rpdms λόγος@namsc οὐδέ@cc τολμάω@viaa3s τὶς@rinms ἀπό@pg ἐκεῖνος@rdgfs ὁ@dgfs ἡμέρα@ngfsc ἐπερωτάω@vnaa αὐτός@rpams οὐκέτι@b 
Mat 23:1  τότε@b ὁ@dnms Ἰησοῦς@nnmsp λαλέω@viaa3s ὁ@ddmp ὄχλος@ndmpc καί@cc ὁ@ddmp μαθητής@ndmpc αὐτός@rpgms 
Mat 23:2  λέγω@vppanms ἐπί@pg ὁ@dgfs Μωϋσῆς@ngmsp καθέδρα@ngfsc καθίζω@viaa3p ὁ@dnmp γραμματεύς@nnmpc καί@cc ὁ@dnmp Φαρισαῖος@nnmpp 
Mat 23:3  πᾶς@aianpn οὖν@cc ὅσος@rranp ἐάν@x λέγω@vsaa3p σύ@rpd-p ποιέω@vdaa2p καί@cc τηρέω@vdpa2p κατά@pa δέ@cc ὁ@danp ἔργον@nanpc αὐτός@rpgmp μή@x ποιέω@vdpa2p λέγω@vipa3p γάρ@cc καί@cc οὐ@b ποιέω@vipa3p 
Mat 23:4  δεσμεύω@vipa3p δέ@cc φορτίον@nanpc βαρύς@ananpn καί@cc δυσβάστακτος@ananpn καί@cc ἐπιτίθημι@vipa3p ἐπί@pa ὁ@damp ὦμος@nampc ὁ@dgmp ἄνθρωπος@ngmpc αὐτός@rtnmp δέ@cc ὁ@ddms δάκτυλος@ndmsc αὐτός@rpgmp οὐ@b θέλω@vipa3p κινέω@vnaa αὐτός@rpanp 
Mat 23:5  πᾶς@aianpn δέ@cc ὁ@danp ἔργον@nanpc αὐτός@rpgmp ποιέω@vipa3p πρός@pa ὁ@dans θεάομαι@vnap ὁ@ddmp ἄνθρωπος@ndmpc πλατύνω@vipa3p γάρ@cc ὁ@danp φυλακτήριον@nanpc αὐτός@rpgmp καί@cc μεγαλύνω@vipa3p ὁ@danp κράσπεδον@nanpc 
Mat 23:6  φιλέω@vipa3p δέ@cc ὁ@dafs πρωτοκλισία@nafsc ἐν@pd ὁ@ddnp δεῖπνον@ndnpc καί@cc ὁ@dafp πρωτοκαθεδρία@nafpc ἐν@pd ὁ@ddfp συναγωγή@ndfpc 
Mat 23:7  καί@cc ὁ@damp ἀσπασμός@nampc ἐν@pd ὁ@ddfp ἀγορά@ndfpc καί@cc καλέω@vnpp ὑπό@pg ὁ@dgmp ἄνθρωπος@ngmpc ῥαββί@nvmsc 
Mat 23:8  σύ@rpn-p δέ@cc μή@x καλέω@vsap2p ῥαββί@nvmsc εἷς@acnmsn γάρ@cc εἰμί@vipa3s σύ@rpg-p ὁ@dnms διδάσκαλος@nnmsc πᾶς@ainmpn δέ@cc σύ@rpn-p ἀδελφός@nnmpc εἰμί@vipa2p 
Mat 23:9  καί@cc πατήρ@namsc μή@x καλέω@vsaa2p σύ@rpg-p ἐπί@pg ὁ@dgfs γῆ@ngfsc εἷς@acnmsn γάρ@cc εἰμί@vipa3s σύ@rpg-p ὁ@dnms πατήρ@nnmsc ὁ@dnms οὐράνιος@annmsn 
Mat 23:10  μηδέ@x καλέω@vsap2p καθηγητής@nnmpc ὅτι@cs καθηγητής@nnmsc σύ@rpg-p εἰμί@vipa3s εἷς@acnmsn ὁ@dnms Χριστός@nnmsp 
Mat 23:11  ὁ@dnms δέ@cc μέγας@annmsc σύ@rpg-p εἰμί@vifm3s σύ@rpg-p διάκονος@nnmsc 
Mat 23:12  ὅστις@rrnms δέ@cc ὑψόω@vifa3s ἑαυτοῦ@rxams ταπεινόω@vifp3s καί@cc ὅστις@rrnms ταπεινόω@vifa3s ἑαυτοῦ@rxams ὑψόω@vifp3s 
Mat 23:13  οὐαί@i δέ@cc σύ@rpd-p γραμματεύς@nvmpc καί@cc Φαρισαῖος@nvmpp ὑποκριτής@nvmpc ὅτι@cs κλείω@vipa2p ὁ@dafs βασιλεία@nafsc ὁ@dgmp οὐρανός@ngmpc ἔμπροσθεν@pg ὁ@dgmp ἄνθρωπος@ngmpc σύ@rpn-p γάρ@cc οὐ@b εἰσέρχομαι@vipm2p οὐδέ@cc ὁ@damp εἰσέρχομαι@vppmamp ἀφίημι@vipa2p εἰσέρχομαι@vnaa 
Mat 23:14  
Mat 23:15  οὐαί@i σύ@rpd-p γραμματεύς@nvmpc καί@cc Φαρισαῖος@nvmpp ὑποκριτής@nvmpc ὅτι@cs περιάγω@vipa2p ὁ@dafs θάλασσα@nafsc καί@cc ὁ@dafs ξηρός@anafsn ποιέω@vnaa εἷς@acamsn προσήλυτος@namsc καί@cc ὅταν@cs γίνομαι@vsam3s ποιέω@vipa2p αὐτός@rpams υἱός@namsc γέεννα@ngfsc διπλοῦς@anamsc σύ@rpg-p 
Mat 23:16  οὐαί@i σύ@rpd-p ὁδηγός@nnmpc τυφλός@anvmpn ὁ@dnmp λέγω@vppanmp ὅς@rrnms ἄν@x ὄμνυμι@vsaa3s ἐν@pd ὁ@ddms ναός@ndmsc οὐδείς@rinns εἰμί@vipa3s ὅς@rrnms δέ@cc ἄν@x ὄμνυμι@vsaa3s ἐν@pd ὁ@ddms χρυσός@ndmsc ὁ@dgms ναός@ngmsc ὀφείλω@vipa3s 
Mat 23:17  μωρός@anvmpn καί@cc τυφλός@anvmpn τίς@rqnms γάρ@cc μέγας@annmsc εἰμί@vipa3s ὁ@dnms χρυσός@nnmsc ἤ@cc ὁ@dnms ναός@nnmsc ὁ@dnms ἁγιάζω@vpaanms ὁ@dams χρυσός@namsc 
Mat 23:18  καί@cc ὅς@rrnms ἄν@x ὄμνυμι@vsaa3s ἐν@pd ὁ@ddns θυσιαστήριον@ndnsc οὐδείς@rinns εἰμί@vipa3s ὅς@rrnms δέ@cc ἄν@x ὄμνυμι@vsaa3s ἐν@pd ὁ@ddns δῶρον@ndnsc ὁ@ddns ἐπάνω@pg αὐτός@rpgns ὀφείλω@vipa3s 
Mat 23:19  τυφλός@anvmpn τίς@rqnns γάρ@cc μέγας@annnsc ὁ@dnns δῶρον@nnnsc ἤ@cc ὁ@dnns θυσιαστήριον@nnnsc ὁ@dnns ἁγιάζω@vppanns ὁ@dans δῶρον@nansc 
Mat 23:20  ὁ@dnms οὖν@cc ὄμνυμι@vpaanms ἐν@pd ὁ@ddns θυσιαστήριον@ndnsc ὄμνυμι@vipa3s ἐν@pd αὐτός@rpdns καί@cc ἐν@pd πᾶς@aidnpn ὁ@ddnp ἐπάνω@pg αὐτός@rpgns 
Mat 23:21  καί@cc ὁ@dnms ὄμνυμι@vpaanms ἐν@pd ὁ@ddms ναός@ndmsc ὄμνυμι@vipa3s ἐν@pd αὐτός@rpdms καί@cc ἐν@pd ὁ@ddms κατοικέω@vppadms αὐτός@rpams 
Mat 23:22  καί@cc ὁ@dnms ὄμνυμι@vpaanms ἐν@pd ὁ@ddms οὐρανός@ndmsc ὄμνυμι@vipa3s ἐν@pd ὁ@ddms θρόνος@ndmsc ὁ@dgms θεός@ngmsc καί@cc ἐν@pd ὁ@ddms κάθημαι@vppmdms ἐπάνω@pg αὐτός@rpgms 
Mat 23:23  οὐαί@i σύ@rpd-p γραμματεύς@nvmpc καί@cc Φαρισαῖος@nvmpp ὑποκριτής@nvmpc ὅτι@cs ἀποδεκατόω@vipa2p ὁ@dans ἡδύοσμον@nansc καί@cc ὁ@dans ἄνηθον@nansc καί@cc ὁ@dans κύμινον@nansc καί@cc ἀφίημι@viaa2p ὁ@danp βαρύς@ananpc ὁ@dgms νόμος@ngmsc ὁ@dafs κρίσις@nafsc καί@cc ὁ@dans ἔλεος@nansc καί@cc ὁ@dafs πίστις@nafsc οὗτος@rdanp δέ@cc δεῖ@viia3s ποιέω@vnaa καί+ἐκεῖνος@cc&rdanp μή@x ἀφίημι@vnpa 
Mat 23:24  ὁδηγός@nnmpc τυφλός@anvmpn ὁ@dnmp διϋλίζω@vppanmp ὁ@dams κώνωψ@namsc ὁ@dafs δέ@cc κάμηλος@nafsc καταπίνω@vppanmp 
Mat 23:25  οὐαί@i σύ@rpd-p γραμματεύς@nvmpc καί@cc Φαρισαῖος@nvmpp ὑποκριτής@nvmpc ὅτι@cs καθαρίζω@vipa2p ὁ@dans ἔξωθεν@b ὁ@dgns ποτήριον@ngnsc καί@cc ὁ@dgfs παροψίς@ngfsc ἔσωθεν@b δέ@cc γέμω@vipa3p ἐκ@pg ἁρπαγή@ngfsc καί@cc ἀκρασία@ngfsc 
Mat 23:26  Φαρισαῖος@nvmsp τυφλός@anvmsn καθαρίζω@vdaa2s πρῶτος@b ὁ@dans ἐντός@b ὁ@dgns ποτήριον@ngnsc ἵνα@cs γίνομαι@vsam3s καί@b ὁ@dnns ἐκτός@b αὐτός@rpgns καθαρός@annnsn 
Mat 23:27  οὐαί@i σύ@rpd-p γραμματεύς@nvmpc καί@cc Φαρισαῖος@nvmpp ὑποκριτής@nvmpc ὅτι@cs παρομοιάζω@vipa2p τάφος@ndmpc κονιάω@vpxpdmp ὅστις@rrnmp ἔξωθεν@b μέν@x φαίνω@vipp3p ὡραῖος@annmpn ἔσωθεν@b δέ@cc γέμω@vipa3p ὀστέον@ngnpc νεκρός@angmpn/angnpn καί@cc πᾶς@aigfsn ἀκαθαρσία@ngfsc 
Mat 23:28  οὕτως@b καί@b σύ@rpn-p ἔξωθεν@b μέν@x φαίνω@vipp2p ὁ@ddmp ἄνθρωπος@ndmpc δίκαιος@annmpn ἔσωθεν@b δέ@cc εἰμί@vipa2p μεστός@annmpn ὑπόκρισις@ngfsc καί@cc ἀνομία@ngfsc 
Mat 23:29  οὐαί@i σύ@rpd-p γραμματεύς@nvmpc καί@cc Φαρισαῖος@nvmpp ὑποκριτής@nvmpc ὅτι@cs οἰκοδομέω@vipa2p ὁ@damp τάφος@nampc ὁ@dgmp προφήτης@ngmpc καί@cc κοσμέω@vipa2p ὁ@danp μνημεῖον@nanpc ὁ@dgmp δίκαιος@angmpn 
Mat 23:30  καί@cc λέγω@vipa2p εἰ@cs εἰμί@viim1p ἐν@pd ὁ@ddfp ἡμέρα@ndfpc ὁ@dgmp πατήρ@ngmpc ἐγώ@rpg-p οὐ@b ἄν@x εἰμί@viim1p αὐτός@rpgmp κοινωνός@nnmpc ἐν@pd ὁ@ddns αἷμα@ndnsc ὁ@dgmp προφήτης@ngmpc 
Mat 23:31  ὥστε@cs μαρτυρέω@vipa2p ἑαυτοῦ@rxdmp ὅτι@cs υἱός@nnmpc εἰμί@vipa2p ὁ@dgmp φονεύω@vpaagmp ὁ@damp προφήτης@nampc 
Mat 23:32  καί@b σύ@rpn-p πληρόω@vdaa2p ὁ@dans μέτρον@nansc ὁ@dgmp πατήρ@ngmpc σύ@rpg-p 
Mat 23:33  ὄφις@nvmpc γέννημα@nvnpc ἔχιδνα@ngfpc πῶς@b φεύγω@vsaa2p ἀπό@pg ὁ@dgfs κρίσις@ngfsc ὁ@dgfs γέεννα@ngfsc 
Mat 23:34  διά@pa οὗτος@rdans ἰδού@i ἐγώ@rpn-s ἀποστέλλω@vipa1s πρός@pa σύ@rpa-p προφήτης@nampc καί@cc σοφός@anampn καί@cc γραμματεύς@nampc ἐκ@pg αὐτός@rpgmp ἀποκτείνω@vifa2p καί@cc σταυρόω@vifa2p καί@cc ἐκ@pg αὐτός@rpgmp μαστιγόω@vifa2p ἐν@pd ὁ@ddfp συναγωγή@ndfpc σύ@rpg-p καί@cc διώκω@vifa2p ἀπό@pg πόλις@ngfsc εἰς@pa πόλις@nafsc 
Mat 23:35  ὅπως@cs ἔρχομαι@vsaa3s ἐπί@pa σύ@rpa-p πᾶς@ainnsn αἷμα@nnnsc δίκαιος@annnsn ἐκχέω@vpppnns ἐπί@pg ὁ@dgfs γῆ@ngfsc ἀπό@pg ὁ@dgns αἷμα@ngnsc Ἅβελ@ngmsp ὁ@dgms δίκαιος@angmsn ἕως@pg ὁ@dgns αἷμα@ngnsc Ζαχαρίας@ngmsp υἱός@ngmsc Βαραχίας@ngmsp ὅς@rrams φονεύω@viaa2p μεταξύ@pg ὁ@dgms ναός@ngmsc καί@cc ὁ@dgns θυσιαστήριον@ngnsc 
Mat 23:36  ἀμήν@t λέγω@vipa1s σύ@rpd-p ἥκω@vifa3s οὗτος@rdnnp πᾶς@ainnpn ἐπί@pa ὁ@dafs γενεά@nafsc οὗτος@rdafs 
Mat 23:37  Ἰερουσαλήμ@nvfsp Ἰερουσαλήμ@nvfsp ὁ@dnfs ἀποκτείνω@vppanfs ὁ@damp προφήτης@nampc καί@cc λιθοβολέω@vppanfs ὁ@damp ἀποστέλλω@vpxpamp πρός@pa αὐτός@rpafs ποσάκις@b θέλω@viaa1s ἐπισυνάγω@vnaa ὁ@danp τέκνον@nanpc σύ@rpg-s ὅς@rrams τρόπος@namsc ὄρνις@nnfsc ἐπισυνάγω@vipa3s ὁ@danp νοσσίον@nanpc αὐτός@rpgfs ὑπό@pa ὁ@dafp πτέρυξ@nafpc καί@cc οὐ@b θέλω@viaa2p 
Mat 23:38  ἰδού@i ἀφίημι@vipp3s σύ@rpd-p ὁ@dnms οἶκος@nnmsc σύ@rpg-p ἔρημος@annmsn 
Mat 23:39  λέγω@vipa1s γάρ@cc σύ@rpd-p οὐ@b μή@x ἐγώ@rpa-s ὁράω@vsaa2p ἀπό@pg ἄρτι@b ἕως@cs ἄν@x λέγω@vsaa2p εὐλογέω@vpxpnms ὁ@dnms ἔρχομαι@vppmnms ἐν@pd ὄνομα@ndnsc κύριος@ngmsc 
Mat 24:1  καί@cc ἐξέρχομαι@vpaanms ὁ@dnms Ἰησοῦς@nnmsp ἀπό@pg ὁ@dgns ἱερόν@ngnsc πορεύομαι@viim3s καί@cc προσέρχομαι@viaa3p ὁ@dnmp μαθητής@nnmpc αὐτός@rpgms ἐπιδείκνυμι@vnaa αὐτός@rpdms ὁ@dafp οἰκοδομή@nafpc ὁ@dgns ἱερόν@ngnsc 
Mat 24:2  ὁ@dnms δέ@cc ἀποκρίνομαι@vpapnms λέγω@viaa3s αὐτός@rpdmp οὐ@b βλέπω@vipa2p οὗτος@rdanp πᾶς@aianpn ἀμήν@t λέγω@vipa1s σύ@rpd-p οὐ@b μή@x ἀφίημι@vsap3s ὧδε@b λίθος@nnmsc ἐπί@pa λίθος@namsc ὅς@rrnms οὐ@b καταλύω@vifp3s 
Mat 24:3  κάθημαι@vppmgms δέ@cc αὐτός@rpgms ἐπί@pg ὁ@dgns ὄρος@ngnsc ὁ@dgfp ἐλαία@ngfpc προσέρχομαι@viaa3p αὐτός@rpdms ὁ@dnmp μαθητής@nnmpc κατά@pa ἴδιος@anafsn λέγω@vppanmp λέγω@vdaa2s ἐγώ@rpd-p πότε@b οὗτος@rdnnp εἰμί@vifm3s καί@cc τίς@rqnns ὁ@dnns σημεῖον@nnnsc ὁ@dgfs σός@asgfsn παρουσία@ngfsc καί@cc συντέλεια@ngfsc ὁ@dgms αἰών@ngmsc 
Mat 24:4  καί@cc ἀποκρίνομαι@vpapnms ὁ@dnms Ἰησοῦς@nnmsp λέγω@viaa3s αὐτός@rpdmp βλέπω@vdpa2p μή@x τὶς@rinms σύ@rpa-p πλανάω@vsaa3s 
Mat 24:5  πολύς@annmpn γάρ@cc ἔρχομαι@vifm3p ἐπί@pd ὁ@ddns ὄνομα@ndnsc ἐγώ@rpg-s λέγω@vppanmp ἐγώ@rpn-s εἰμί@vipa1s ὁ@dnms Χριστός@nnmsp καί@cc πολύς@anampn πλανάω@vifa3p 
Mat 24:6  μέλλω@vifa2p δέ@cc ἀκούω@vnpa πόλεμος@nampc καί@cc ἀκοή@nafpc πόλεμος@ngmpc ὁράω@vdpa2p μή@x θροέω@vdpp2p δεῖ@vipa3s γάρ@cc γίνομαι@vnam ἀλλά@cc οὔπω@b εἰμί@vipa3s ὁ@dnns τέλος@nnnsc 
Mat 24:7  ἐγείρω@vifp3s γάρ@cc ἔθνος@nnnsc ἐπί@pa ἔθνος@nansc καί@cc βασιλεία@nnfsc ἐπί@pa βασιλεία@nafsc καί@cc εἰμί@vifm3p λιμός@nnfpc/nnmpc καί@cc σεισμός@nnmpc κατά@pa τόπος@nampc 
Mat 24:8  πᾶς@ainnpn δέ@cc οὗτος@rdnnp ἀρχή@nnfsc ὠδίν@ngfpc 
Mat 24:9  τότε@b παραδίδωμι@vifa3p σύ@rpa-p εἰς@pa θλῖψις@nafsc καί@cc ἀποκτείνω@vifa3p σύ@rpa-p καί@cc εἰμί@vifm2p μισέω@vpppnmp ὑπό@pg πᾶς@aignpn ὁ@dgnp ἔθνος@ngnpc διά@pa ὁ@dans ὄνομα@nansc ἐγώ@rpg-s 
Mat 24:10  καί@cc τότε@b σκανδαλίζω@vifp3p πολύς@annmpn καί@cc ἀλλήλων@reamp παραδίδωμι@vifa3p καί@cc μισέω@vifa3p ἀλλήλων@reamp 
Mat 24:11  καί@cc πολύς@annmpn ψευδοπροφήτης@nnmpc ἐγείρω@vifp3p καί@cc πλανάω@vifa3p πολύς@anampn 
Mat 24:12  καί@cc διά@pa ὁ@dans πληθύνω@vnap ὁ@dafs ἀνομία@nafsc ψύχω@vifp3s ὁ@dnfs ἀγάπη@nnfsc ὁ@dgmp πολύς@angmpn 
Mat 24:13  ὁ@dnms δέ@cc ὑπομένω@vpaanms εἰς@pa τέλος@nansc οὗτος@rdnms σῴζω@vifp3s 
Mat 24:14  καί@cc κηρύσσω@vifp3s οὗτος@rdnns ὁ@dnns εὐαγγέλιον@nnnsc ὁ@dgfs βασιλεία@ngfsc ἐν@pd ὅλος@andfsn ὁ@ddfs οἰκουμένη@ndfsc εἰς@pa μαρτύριον@nansc πᾶς@aidnpn ὁ@ddnp ἔθνος@ndnpc καί@cc τότε@b ἥκω@vifa3s ὁ@dnns τέλος@nnnsc 
Mat 24:15  ὅταν@cs οὖν@cc ὁράω@vsaa2p ὁ@dans βδέλυγμα@nansc ὁ@dgfs ἐρήμωσις@ngfsc ὁ@dans λέγω@vpapans διά@pg Δανιήλ@ngmsp ὁ@dgms προφήτης@ngmsc ἵστημι@vpxaans ἐν@pd τόπος@ndmsc ἅγιος@andmsn ὁ@dnms ἀναγινώσκω@vppanms νοέω@vdpa3s 
Mat 24:16  τότε@b ὁ@dnmp ἐν@pd ὁ@ddfs Ἰουδαία@ndfsp φεύγω@vdpa3p εἰς@pa ὁ@danp ὄρος@nanpc 
Mat 24:17  ὁ@dnms ἐπί@pg ὁ@dgns δῶμα@ngnsc μή@x καταβαίνω@vdaa3s αἴρω@vnaa ὁ@danp ἐκ@pg ὁ@dgfs οἰκία@ngfsc αὐτός@rpgms 
Mat 24:18  καί@cc ὁ@dnms ἐν@pd ὁ@ddms ἀγρός@ndmsc μή@x ἐπιστρέφω@vdaa3s ὀπίσω@b αἴρω@vnaa ὁ@dans ἱμάτιον@nansc αὐτός@rpgms 
Mat 24:19  οὐαί@i δέ@cc ὁ@ddfp ἐν@pd γαστήρ@ndfsc ἔχω@vppadfp καί@cc ὁ@ddfp θηλάζω@vppadfp ἐν@pd ἐκεῖνος@rddfp ὁ@ddfp ἡμέρα@ndfpc 
Mat 24:20  προσεύχομαι@vdpm2p δέ@cc ἵνα@cs μή@x γίνομαι@vsam3s ὁ@dnfs φυγή@nnfsc σύ@rpg-p χειμών@ngmsc μηδέ@x σάββατον@ndnsc 
Mat 24:21  εἰμί@vifm3s γάρ@cc τότε@b θλῖψις@nnfsc μέγας@annfsn οἷος@rrnfs οὐ@b γίνομαι@vixa3s ἀπό@pg ἀρχή@ngfsc κόσμος@ngmsc ἕως@pg ὁ@dgns νῦν@b οὐδέ@cc οὐ@b μή@x γίνομαι@vsam3s 
Mat 24:22  καί@cc εἰ@cs μή@x κολοβόω@viap3p ὁ@dnfp ἡμέρα@nnfpc ἐκεῖνος@rdnfp οὐ@b ἄν@x σῴζω@viap3s πᾶς@ainfsn σάρξ@nnfsc διά@pa δέ@cc ὁ@damp ἐκλεκτός@anampn κολοβόω@vifp3p ὁ@dnfp ἡμέρα@nnfpc ἐκεῖνος@rdnfp 
Mat 24:23  τότε@b ἐάν@cs τὶς@rinms σύ@rpd-p λέγω@vsaa3s ἰδού@i ὧδε@b ὁ@dnms Χριστός@nnmsp ἤ@cc ὧδε@b μή@x πιστεύω@vsaa2p 
Mat 24:24  ἐγείρω@vifp3p γάρ@cc ψευδόχριστος@nnmpc καί@cc ψευδοπροφήτης@nnmpc καί@cc δίδωμι@vifa3p σημεῖον@nanpc μέγας@ananpn καί@cc τέρας@nanpc ὥστε@cs πλανάω@vnaa εἰ@cs δυνατός@annnsn καί@b ὁ@damp ἐκλεκτός@anampn 
Mat 24:25  ἰδού@i προλέγω@vixa1s σύ@rpd-p 
Mat 24:26  ἐάν@cs οὖν@cc λέγω@vsaa3p σύ@rpd-p ἰδού@i ἐν@pd ὁ@ddfs ἔρημος@ndfsc εἰμί@vipa3s μή@x ἐξέρχομαι@vsaa2p ἰδού@i ἐν@pd ὁ@ddnp ταμεῖον@ndnpc μή@x πιστεύω@vsaa2p 
Mat 24:27  ὥσπερ@cs γάρ@cc ὁ@dnfs ἀστραπή@nnfsc ἐξέρχομαι@vipm3s ἀπό@pg ἀνατολή@ngfpc καί@cc φαίνω@vipe3s ἕως@pg δυσμή@ngfpc οὕτως@b εἰμί@vifm3s ὁ@dnfs παρουσία@nnfsc ὁ@dgms υἱός@ngmsc ὁ@dgms ἄνθρωπος@ngmsc 
Mat 24:28  ὅπου@cs ἐάν@x εἰμί@vspa3s ὁ@dnns πτῶμα@nnnsc ἐκεῖ@b συνάγω@vifp3p ὁ@dnmp ἀετός@nnmpc 
Mat 24:29  εὐθέως@b δέ@cc μετά@pa ὁ@dafs θλῖψις@nafsc ὁ@dgfp ἡμέρα@ngfpc ἐκεῖνος@rdgfp ὁ@dnms ἥλιος@nnmsc σκοτίζω@vifp3s καί@cc ὁ@dnfs σελήνη@nnfsc οὐ@b δίδωμι@vifa3s ὁ@dans φέγγος@nansc αὐτός@rpgfs καί@cc ὁ@dnmp ἀστήρ@nnmpc πίπτω@vifm3p ἀπό@pg ὁ@dgms οὐρανός@ngmsc καί@cc ὁ@dnfp δύναμις@nnfpc ὁ@dgmp οὐρανός@ngmpc σαλεύω@vifp3p 
Mat 24:30  καί@cc τότε@b φαίνω@vifp3s ὁ@dnns σημεῖον@nnnsc ὁ@dgms υἱός@ngmsc ὁ@dgms ἄνθρωπος@ngmsc ἐν@pd οὐρανός@ndmsc καί@cc τότε@b κόπτω@vifm3p πᾶς@ainfpn ὁ@dnfp φυλή@nnfpc ὁ@dgfs γῆ@ngfsc καί@cc ὁράω@vifm3p ὁ@dams υἱός@namsc ὁ@dgms ἄνθρωπος@ngmsc ἔρχομαι@vppmams ἐπί@pg ὁ@dgfp νεφέλη@ngfpc ὁ@dgms οὐρανός@ngmsc μετά@pg δύναμις@ngfsc καί@cc δόξα@ngfsc πολύς@angfsn 
Mat 24:31  καί@cc ἀποστέλλω@vifa3s ὁ@damp ἄγγελος@nampc αὐτός@rpgms μετά@pg σάλπιγξ@ngfsc μέγας@angfsn καί@cc ἐπισυνάγω@vifa3p ὁ@damp ἐκλεκτός@anampn αὐτός@rpgms ἐκ@pg ὁ@dgmp τέσσαρες@acgmpn ἄνεμος@ngmpc ἀπό@pg ἄκρον@ngnpc οὐρανός@ngmpc ἕως@pg ὁ@dgnp ἄκρον@ngnpc αὐτός@rpgmp 
Mat 24:32  ἀπό@pg δέ@cc ὁ@dgfs συκῆ@ngfsc μανθάνω@vdaa2p ὁ@dafs παραβολή@nafsc ὅταν@cs ἤδη@b ὁ@dnms κλάδος@nnmsc αὐτός@rpgfs γίνομαι@vsam3s ἁπαλός@annmsn καί@cc ὁ@danp φύλλον@nanpc ἐκφύω@vspa3s γινώσκω@vipa2p ὅτι@cs ἐγγύς@b ὁ@dnns θέρος@nnnsc 
Mat 24:33  οὕτως@b καί@b σύ@rpn-p ὅταν@cs ὁράω@vsaa2p πᾶς@aianpn οὗτος@rdanp γινώσκω@vipa2p/vdpa2p ὅτι@cs ἐγγύς@b εἰμί@vipa3s ἐπί@pd θύρα@ndfpc 
Mat 24:34  ἀμήν@t λέγω@vipa1s σύ@rpd-p ὅτι@cs οὐ@b μή@x παρέρχομαι@vsaa3s ὁ@dnfs γενεά@nnfsc οὗτος@rdnfs ἕως@cs ἄν@x πᾶς@ainnpn οὗτος@rdnnp γίνομαι@vsam3s 
Mat 24:35  ὁ@dnms οὐρανός@nnmsc καί@cc ὁ@dnfs γῆ@nnfsc παρέρχομαι@vifm3s ὁ@dnmp δέ@cc λόγος@nnmpc ἐγώ@rpg-s οὐ@b μή@x παρέρχομαι@vsaa3p 
Mat 24:36  περί@pg δέ@cc ὁ@dgfs ἡμέρα@ngfsc ἐκεῖνος@rdgfs καί@cc ὥρα@ngfsc οὐδείς@rinms οἶδα@vixa3s οὐδέ@cc ὁ@dnmp ἄγγελος@nnmpc ὁ@dgmp οὐρανός@ngmpc οὐδέ@cc ὁ@dnms υἱός@nnmsc εἰ@cs μή@x ὁ@dnms πατήρ@nnmsc μόνος@annmsn 
Mat 24:37  ὥσπερ@cs γάρ@cc ὁ@dnfp ἡμέρα@nnfpc ὁ@dgms Νῶε@ngmsp οὕτως@b εἰμί@vifm3s ὁ@dnfs παρουσία@nnfsc ὁ@dgms υἱός@ngmsc ὁ@dgms ἄνθρωπος@ngmsc 
Mat 24:38  ὡς@cs γάρ@cc εἰμί@viia3p ἐν@pd ὁ@ddfp ἡμέρα@ndfpc ἐκεῖνος@rddfp ὁ@ddfp πρό@pg ὁ@dgms κατακλυσμός@ngmsc τρώγω@vppanmp καί@cc πίνω@vppanmp γαμέω@vppanmp καί@cc γαμίζω@vppanmp ἄχρι@pg ὅς@rrgfs ἡμέρα@ngfsc εἰσέρχομαι@viaa3s Νῶε@nnmsp εἰς@pa ὁ@dafs κιβωτός@nafsc 
