Mat 1:1  βίβλος@nnfsc γένεσις@ngfsc Ἰησοῦς@ngmsp Χριστός@ngmsp υἱός@ngmsc Δαυίδ@ngmsp υἱός@ngmsc Ἀβραάμ@ngmsp 
Mat 8:14  καί@cc ἔρχομαι@vpaanms ὁ@dnms Ἰησοῦς@nnmsp εἰς@pa ὁ@dafs οἰκία@nafsc Πέτρος@ngmsp ὁράω@viaa3s ὁ@dafs πενθερά@nafsc αὐτός@rpgms βάλλω@vpxpafs καί@cc πυρέσσω@vppaafs 
Mat 8:15  καί@cc ἅπτω@viam3s ὁ@dgfs χείρ@ngfsc αὐτός@rpgfs καί@cc ἀφίημι@viaa3s αὐτός@rpafs ὁ@dnms πυρετός@nnmsc καί@cc ἐγείρω@viap3s καί@cc διακονέω@viia3s αὐτός@rpdms 
Mat 8:16  ὀψία@ngfsc δέ@cc γίνομαι@vpamgfs προσφέρω@viaa3p αὐτός@rpdms δαιμονίζομαι@vpppamp πολύς@anampn καί@cc ἐκβάλλω@viaa3s ὁ@danp πνεῦμα@nanpc λόγος@ndmsc καί@cc πᾶς@aiampn ὁ@damp κακῶς@b ἔχω@vppaamp θεραπεύω@viaa3s 
Mat 8:17  ὅπως@cs πληρόω@vsap3s ὁ@dnns λέγω@vpapnns διά@pg Ἠσαΐας@ngmsp ὁ@dgms προφήτης@ngmsc λέγω@vppagms αὐτός@rtnms ὁ@dafp ἀσθένεια@nafpc ἐγώ@rpg-p λαμβάνω@viaa3s καί@cc ὁ@dafp νόσος@nafpc βαστάζω@viaa3s 
Mat 8:18  ὁράω@vpaanms δέ@cc ὁ@dnms Ἰησοῦς@nnmsp ὄχλος@namsc περί@pa αὐτός@rpams κελεύω@viaa3s ἀπέρχομαι@vnaa εἰς@pa ὁ@dans πέραν@b 
Mat 8:19  καί@cc προσέρχομαι@vpaanms εἷς@acnmsn γραμματεύς@nnmsc λέγω@viaa3s αὐτός@rpdms διδάσκαλος@nvmsc ἀκολουθέω@vifa1s σύ@rpd-s ὅπου@cs ἐάν@x ἀπέρχομαι@vspm2s 
Mat 8:20  καί@cc λέγω@vipa3s αὐτός@rpdms ὁ@dnms Ἰησοῦς@nnmsp ὁ@dnfp ἀλώπηξ@nnfpc φωλεός@nampc ἔχω@vipa3p καί@cc ὁ@dnnp πετεινός@nnnpc ὁ@dgms οὐρανός@ngmsc κατασκήνωσις@nafpc ὁ@dnms δέ@cc υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc οὐ@b ἔχω@vipa3s ποῦ@b ὁ@dafs κεφαλή@nafsc κλίνω@vsaa3s/vspa3s 
Mat 8:21  ἕτερος@ainmsn δέ@cc ὁ@dgmp μαθητής@ngmpc αὐτός@rpgms λέγω@viaa3s αὐτός@rpdms κύριος@nvmsc ἐπιτρέπω@vdaa2s ἐγώ@rpd-s πρῶτος@b ἀπέρχομαι@vnaa καί@cc θάπτω@vnaa ὁ@dams πατήρ@namsc ἐγώ@rpg-s 
Mat 8:22  ὁ@dnms δέ@cc Ἰησοῦς@nnmsp λέγω@vipa3s αὐτός@rpdms ἀκολουθέω@vdpa2s ἐγώ@rpd-s καί@cc ἀφίημι@vdaa2s ὁ@damp νεκρός@anampn θάπτω@vnaa ὁ@damp ἑαυτοῦ@rxgmp νεκρός@anampn 
Mat 8:23  καί@cc ἐμβαίνω@vpaadms αὐτός@rpdms εἰς@pa ὁ@dans πλοῖον@nansc ἀκολουθέω@viaa3p αὐτός@rpdms ὁ@dnmp μαθητής@nnmpc αὐτός@rpgms 
Mat 8:24  καί@cc ἰδού@i σεισμός@nnmsc μέγας@annmsn γίνομαι@viam3s ἐν@pd ὁ@ddfs θάλασσα@ndfsc ὥστε@cs ὁ@dans πλοῖον@nansc καλύπτω@vnpp ὑπό@pg ὁ@dgnp κῦμα@ngnpc αὐτός@rtnms δέ@cc καθεύδω@viia3s 
Mat 8:25  καί@cc προσέρχομαι@vpaanmp ἐγείρω@viaa3p αὐτός@rpams λέγω@vppanmp κύριος@nvmsc σῴζω@vdaa2s ἀπόλλυμι@vipm1p 
Mat 8:26  καί@cc λέγω@vipa3s αὐτός@rpdmp τίς@rqans δειλός@annmpn εἰμί@vipa2p ὀλιγόπιστος@anvmpn τότε@b ἐγείρω@vpapnms ἐπιτιμάω@viaa3s ὁ@ddmp ἄνεμος@ndmpc καί@cc ὁ@ddfs θάλασσα@ndfsc καί@cc γίνομαι@viam3s γαλήνη@nnfsc μέγας@annfsn 
Mat 8:27  ὁ@dnmp δέ@cc ἄνθρωπος@nnmpc θαυμάζω@viaa3p λέγω@vppanmp ποταπός@aqnmsn εἰμί@vipa3s οὗτος@rdnms ὅτι@cs καί@b ὁ@dnmp ἄνεμος@nnmpc καί@cc ὁ@dnfs θάλασσα@nnfsc αὐτός@rpdms ὑπακούω@vipa3p 
Mat 8:28  καί@cc ἔρχομαι@vpaagms αὐτός@rpgms εἰς@pa ὁ@dans πέραν@b εἰς@pa ὁ@dafs χώρα@nafsc ὁ@dgmp Γαδαρηνός@angmpn ὑπαντάω@viaa3p αὐτός@rpdms δύο@acnmpn δαιμονίζομαι@vpppnmp ἐκ@pg ὁ@dgnp μνημεῖον@ngnpc ἐξέρχομαι@vppmnmp χαλεπός@annmpn λίαν@b ὥστε@cs μή@x ἰσχύω@vnpa τὶς@riams παρέρχομαι@vnaa διά@pg ὁ@dgfs ὁδός@ngfsc ἐκεῖνος@rdgfs 
Mat 8:29  καί@cc ἰδού@i κράζω@viaa3p λέγω@vppanmp τίς@rqnns ἐγώ@rpd-p καί@cc σύ@rpd-s υἱός@nvmsc ὁ@dgms θεός@ngmsc ἔρχομαι@viaa2s ὧδε@b πρό@pg καιρός@ngmsc βασανίζω@vnaa ἐγώ@rpa-p 
Mat 8:30  εἰμί@viia3s δέ@cc μακράν@b ἀπό@pg αὐτός@rpgmp ἀγέλη@nnfsc χοῖρος@ngmpc πολύς@angmpn βόσκω@vpppnfs 
Mat 8:31  ὁ@dnmp δέ@cc δαίμων@nnmpc παρακαλέω@viia3p αὐτός@rpams λέγω@vppanmp εἰ@cs ἐκβάλλω@vipa2s ἐγώ@rpa-p ἀποστέλλω@vdaa2s ἐγώ@rpa-p εἰς@pa ὁ@dafs ἀγέλη@nafsc ὁ@dgmp χοῖρος@ngmpc 
Mat 8:32  καί@cc λέγω@viaa3s αὐτός@rpdmp ὑπάγω@vdpa2p ὁ@dnmp δέ@cc ἐξέρχομαι@vpaanmp ἀπέρχομαι@viaa3p εἰς@pa ὁ@damp χοῖρος@nampc καί@cc ἰδού@i ὁρμάω@viaa3s πᾶς@ainfsn ὁ@dnfs ἀγέλη@nnfsc κατά@pg ὁ@dgms κρημνός@ngmsc εἰς@pa ὁ@dafs θάλασσα@nafsc καί@cc ἀποθνῄσκω@viaa3p ἐν@pd ὁ@ddnp ὕδωρ@ndnpc 
Mat 8:33  ὁ@dnmp δέ@cc βόσκω@vppanmp φεύγω@viaa3p καί@cc ἀπέρχομαι@vpaanmp εἰς@pa ὁ@dafs πόλις@nafsc ἀπαγγέλλω@viaa3p πᾶς@aianpn καί@b ὁ@danp ὁ@dgmp δαιμονίζομαι@vpppgmp 
Mat 8:34  καί@cc ἰδού@i πᾶς@ainfsn ὁ@dnfs πόλις@nnfsc ἐξέρχομαι@viaa3s εἰς@pa ὑπάντησις@nafsc ὁ@ddms Ἰησοῦς@ndmsp καί@cc ὁράω@vpaanmp αὐτός@rpams παρακαλέω@viaa3p ὅπως@cs μεταβαίνω@vsaa3s ἀπό@pg ὁ@dgnp ὅριον@ngnpc αὐτός@rpgmp 
Mat 9:1  καί@cc ἐμβαίνω@vpaanms εἰς@pa πλοῖον@nansc διαπεράω@viaa3s καί@cc ἔρχομαι@viaa3s εἰς@pa ὁ@dafs ἴδιος@anafsn πόλις@nafsc 
Mat 9:2  καί@cc ἰδού@i προσφέρω@viia3p αὐτός@rpdms παραλυτικός@anamsn ἐπί@pg κλίνη@ngfsc βάλλω@vpxpams καί@cc ὁράω@vpaanms ὁ@dnms Ἰησοῦς@nnmsp ὁ@dafs πίστις@nafsc αὐτός@rpgmp λέγω@viaa3s ὁ@ddms παραλυτικός@andmsn θαρσέω@vdpa2s τέκνον@nvnsc ἀφίημι@vipp3p σύ@rpg-s ὁ@dnfp ἁμαρτία@nnfpc 
Mat 9:3  καί@cc ἰδού@i τὶς@rinmp ὁ@dgmp γραμματεύς@ngmpc λέγω@viaa3p ἐν@pd ἑαυτοῦ@rxdmp οὗτος@rdnms βλασφημέω@vipa3s 
Mat 9:4  καί@cc ὁράω@vpaanms ὁ@dnms Ἰησοῦς@nnmsp ὁ@dafp ἐνθύμησις@nafpc αὐτός@rpgmp λέγω@viaa3s ἱνατί@b ἐνθυμέομαι@vipm2p πονηρός@ananpn ἐν@pd ὁ@ddfp καρδία@ndfpc σύ@rpg-p 
Mat 9:5  τίς@rqnns γάρ@cc εἰμί@vipa3s εὔκοπος@annnsc λέγω@vnaa ἀφίημι@vipp3p σύ@rpg-s ὁ@dnfp ἁμαρτία@nnfpc ἤ@cc λέγω@vnaa ἐγείρω@vdpa2s καί@cc περιπατέω@vdpa2s 
Mat 9:6  ἵνα@cs δέ@cc οἶδα@vsxa2p ὅτι@cs ἐξουσία@nafsc ἔχω@vipa3s ὁ@dnms υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc ἐπί@pg ὁ@dgfs γῆ@ngfsc ἀφίημι@vnpa ἁμαρτία@nafpc τότε@b λέγω@vipa3s ὁ@ddms παραλυτικός@andmsn ἐγείρω@vpapnms αἴρω@vdaa2s σύ@rpg-s ὁ@dafs κλίνη@nafsc καί@cc ὑπάγω@vdpa2s εἰς@pa ὁ@dams οἶκος@namsc σύ@rpg-s 
Mat 9:7  καί@cc ἐγείρω@vpapnms ἀπέρχομαι@viaa3s εἰς@pa ὁ@dams οἶκος@namsc αὐτός@rpgms 
Mat 9:8  ὁράω@vpaanmp δέ@cc ὁ@dnmp ὄχλος@nnmpc φοβέω@viap3p καί@cc δοξάζω@viaa3p ὁ@dams θεός@namsc ὁ@dams δίδωμι@vpaaams ἐξουσία@nafsc τοιοῦτος@adafsn ὁ@ddmp ἄνθρωπος@ndmpc 
Mat 9:9  καί@cc παράγω@vppanms ὁ@dnms Ἰησοῦς@nnmsp ἐκεῖθεν@b ὁράω@viaa3s ἄνθρωπος@namsc κάθημαι@vppmams ἐπί@pa ὁ@dans τελώνιον@nansc Μαθθαῖος@namsp λέγω@vpppams καί@cc λέγω@vipa3s αὐτός@rpdms ἀκολουθέω@vdpa2s ἐγώ@rpd-s καί@cc ἀνίστημι@vpaanms ἀκολουθέω@viaa3s αὐτός@rpdms 
Mat 9:10  καί@cc γίνομαι@viam3s αὐτός@rpgms ἀνάκειμαι@vppmgms ἐν@pd ὁ@ddfs οἰκία@ndfsc καί@cc ἰδού@i πολύς@annmpn τελώνης@nnmpc καί@cc ἁμαρτωλός@annmpn ἔρχομαι@vpaanmp συνανάκειμαι@viim3p ὁ@ddms Ἰησοῦς@ndmsp καί@cc ὁ@ddmp μαθητής@ndmpc αὐτός@rpgms 
Mat 9:11  καί@cc ὁράω@vpaanmp ὁ@dnmp Φαρισαῖος@nnmpp λέγω@viia3p ὁ@ddmp μαθητής@ndmpc αὐτός@rpgms διά@pa τίς@rqans μετά@pg ὁ@dgmp τελώνης@ngmpc καί@cc ἁμαρτωλός@angmpn ἐσθίω@vipa3s ὁ@dnms διδάσκαλος@nnmsc σύ@rpg-p 
Mat 9:12  ὁ@dnms δέ@cc ἀκούω@vpaanms λέγω@viaa3s οὐ@b χρεία@nafsc ἔχω@vipa3p ὁ@dnmp ἰσχύω@vppanmp ἰατρός@ngmsc ἀλλά@cc ὁ@dnmp κακῶς@b ἔχω@vppanmp 
Mat 9:13  πορεύομαι@vpapnmp δέ@cc μανθάνω@vdaa2p τίς@rqnns εἰμί@vipa3s ἔλεος@nansc θέλω@vipa1s καί@cc οὐ@b θυσία@nafsc οὐ@b γάρ@cc ἔρχομαι@viaa1s καλέω@vnaa δίκαιος@anampn ἀλλά@cc ἁμαρτωλός@anampn 
Mat 9:14  τότε@b προσέρχομαι@vipm3p αὐτός@rpdms ὁ@dnmp μαθητής@nnmpc Ἰωάννης@ngmsp λέγω@vppanmp διά@pa τίς@rqans ἐγώ@rpn-p καί@cc ὁ@dnmp Φαρισαῖος@nnmpp νηστεύω@vipa1p πολύς@ananpn ὁ@dnmp δέ@cc μαθητής@nnmpc σύ@rpg-s οὐ@b νηστεύω@vipa3p 
Mat 9:15  καί@cc λέγω@viaa3s αὐτός@rpdmp ὁ@dnms Ἰησοῦς@nnmsp μή@x δύναμαι@vipm3p ὁ@dnmp υἱός@nnmpc ὁ@dgms νυμφών@ngmsc πενθέω@vnpa ἐπί@pa ὅσος@rrans μετά@pg αὐτός@rpgmp εἰμί@vipa3s ὁ@dnms νυμφίος@nnmsc ἔρχομαι@vifm3p δέ@cc ἡμέρα@nnfpc ὅταν@cs ἀπαίρω@vsap3s ἀπό@pg αὐτός@rpgmp ὁ@dnms νυμφίος@nnmsc καί@cc τότε@b νηστεύω@vifa3p 
Mat 9:16  οὐδείς@rinms δέ@cc ἐπιβάλλω@vipa3s ἐπίβλημα@nansc ῥάκος@ngnsc ἄγναφος@angnsn ἐπί@pd ἱμάτιον@ndnsc παλαιός@andnsn αἴρω@vipa3s γάρ@cc ὁ@dans πλήρωμα@nansc αὐτός@rpgns ἀπό@pg ὁ@dgns ἱμάτιον@ngnsc καί@cc κακός@annnsc σχίσμα@nnnsc γίνομαι@vipm3s 
Mat 9:17  οὐδέ@cc βάλλω@vipa3p οἶνος@namsc νέος@anamsn εἰς@pa ἀσκός@nampc παλαιός@anampn εἰ@cs δέ@cc μή@x γέ@x ῥήγνυμι@vipp3p ὁ@dnmp ἀσκός@nnmpc καί@cc ὁ@dnms οἶνος@nnmsc ἐκχέω@vipp3s καί@cc ὁ@dnmp ἀσκός@nnmpc ἀπόλλυμι@vipp3p ἀλλά@cc βάλλω@vipa3p οἶνος@namsc νέος@anamsn εἰς@pa ἀσκός@nampc καινός@anampn καί@cc ἀμφότεροι@annmpn συντηρέω@vipp3p 
Mat 9:18  οὗτος@rdanp αὐτός@rpgms λαλέω@vppagms αὐτός@rpdmp ἰδού@i ἄρχων@nnmsc εἷς@acnmsn ἔρχομαι@vpaanms προσκυνέω@viia3s αὐτός@rpdms λέγω@vppanms ὅτι@cs ὁ@dnfs θυγάτηρ@nnfsc ἐγώ@rpg-s ἄρτι@b τελευτάω@viaa3s ἀλλά@cc ἔρχομαι@vpaanms ἐπιτίθημι@vdaa2s ὁ@dafs χείρ@nafsc σύ@rpg-s ἐπί@pa αὐτός@rpafs καί@cc ζάω@vifm3s 
Mat 9:19  καί@cc ἐγείρω@vpapnms ὁ@dnms Ἰησοῦς@nnmsp ἀκολουθέω@viaa3s αὐτός@rpdms καί@cc ὁ@dnmp μαθητής@nnmpc αὐτός@rpgms 
Mat 9:20  καί@cc ἰδού@i γυνή@nnfsc αἱμορροέω@vppanfs δώδεκα@ac---n ἔτος@nanpc προσέρχομαι@vpaanfs ὄπισθεν@b ἅπτω@viam3s ὁ@dgns κράσπεδον@ngnsc ὁ@dgns ἱμάτιον@ngnsc αὐτός@rpgms 
Mat 9:21  λέγω@viia3s γάρ@cc ἐν@pd ἑαυτοῦ@rxdfs ἐάν@cs μόνος@b ἅπτω@vsam1s ὁ@dgns ἱμάτιον@ngnsc αὐτός@rpgms σῴζω@vifp1s 
Mat 9:22  ὁ@dnms δέ@cc Ἰησοῦς@nnmsp στρέφω@vpapnms καί@cc ὁράω@vpaanms αὐτός@rpafs λέγω@viaa3s θαρσέω@vdpa2s θυγάτηρ@nvfsc ὁ@dnfs πίστις@nnfsc σύ@rpg-s σῴζω@vixa3s σύ@rpa-s καί@cc σῴζω@viap3s ὁ@dnfs γυνή@nnfsc ἀπό@pg ὁ@dgfs ὥρα@ngfsc ἐκεῖνος@rdgfs 
Mat 9:23  καί@cc ἔρχομαι@vpaanms ὁ@dnms Ἰησοῦς@nnmsp εἰς@pa ὁ@dafs οἰκία@nafsc ὁ@dgms ἄρχων@ngmsc καί@cc ὁράω@vpaanms ὁ@damp αὐλητής@nampc καί@cc ὁ@dams ὄχλος@namsc θορυβέω@vpppams 
Mat 9:24  λέγω@viia3s ἀναχωρέω@vdpa2p οὐ@b γάρ@cc ἀποθνῄσκω@viaa3s ὁ@dnns κοράσιον@nnnsc ἀλλά@cc καθεύδω@vipa3s καί@cc καταγελάω@viia3p αὐτός@rpgms 
Mat 9:25  ὅτε@cs δέ@cc ἐκβάλλω@viap3s ὁ@dnms ὄχλος@nnmsc εἰσέρχομαι@vpaanms κρατέω@viaa3s ὁ@dgfs χείρ@ngfsc αὐτός@rpgfs καί@cc ἐγείρω@viap3s ὁ@dnns κοράσιον@nnnsc 
Mat 9:26  καί@cc ἐξέρχομαι@viaa3s ὁ@dnfs φήμη@nnfsc οὗτος@rdnfs εἰς@pa ὅλος@anafsn ὁ@dafs γῆ@nafsc ἐκεῖνος@rdafs 
Mat 9:27  καί@cc παράγω@vppadms ἐκεῖθεν@b ὁ@ddms Ἰησοῦς@ndmsp ἀκολουθέω@viaa3p αὐτός@rpdms δύο@acnmpn τυφλός@annmpn κράζω@vppanmp καί@cc λέγω@vppanmp ἐλεέω@vdaa2s ἐγώ@rpa-p υἱός@nnmsc Δαυίδ@ngmsp 
Mat 9:28  ἔρχομαι@vpaadms δέ@cc εἰς@pa ὁ@dafs οἰκία@nafsc προσέρχομαι@viaa3p αὐτός@rpdms ὁ@dnmp τυφλός@annmpn καί@cc λέγω@vipa3s αὐτός@rpdmp ὁ@dnms Ἰησοῦς@nnmsp πιστεύω@vipa2p ὅτι@cs δύναμαι@vipm1s οὗτος@rdans ποιέω@vnaa λέγω@vipa3p αὐτός@rpdms ναί@x κύριος@nvmsc 
Mat 9:29  τότε@b ἅπτω@viam3s ὁ@dgmp ὀφθαλμός@ngmpc αὐτός@rpgmp λέγω@vppanms κατά@pa ὁ@dafs πίστις@nafsc σύ@rpg-p γίνομαι@vdap3s σύ@rpd-p 
Mat 9:30  καί@cc ἀνοίγω@viap3p αὐτός@rpgmp ὁ@dnmp ὀφθαλμός@nnmpc καί@cc ἐμβριμάομαι@viap3s αὐτός@rpdmp ὁ@dnms Ἰησοῦς@nnmsp λέγω@vppanms ὁράω@vdpa2p μηδείς@rinms γινώσκω@vdpa3s 
Mat 9:31  ὁ@dnmp δέ@cc ἐξέρχομαι@vpaanmp διαφημίζω@viaa3p αὐτός@rpams ἐν@pd ὅλος@andfsn ὁ@ddfs γῆ@ndfsc ἐκεῖνος@rddfs 
Mat 9:32  αὐτός@rpgmp δέ@cc ἐξέρχομαι@vppmgmp ἰδού@i προσφέρω@viaa3p αὐτός@rpdms ἄνθρωπος@namsc κωφός@anamsn δαιμονίζομαι@vpppams 
Mat 9:33  καί@cc ἐκβάλλω@vpapgns ὁ@dgns δαιμόνιον@ngnsc λαλέω@viaa3s ὁ@dnms κωφός@annmsn καί@cc θαυμάζω@viaa3p ὁ@dnmp ὄχλος@nnmpc λέγω@vppanmp οὐδέποτε@b φαίνω@viap3s οὕτως@b ἐν@pd ὁ@ddms Ἰσραήλ@ndmsp 
Mat 9:34  ὁ@dnmp δέ@cc Φαρισαῖος@nnmpp λέγω@viia3p ἐν@pd ὁ@ddms ἄρχων@ndmsc ὁ@dgnp δαιμόνιον@ngnpc ἐκβάλλω@vipa3s ὁ@danp δαιμόνιον@nanpc 
Mat 9:35  καί@cc περιάγω@viia3s ὁ@dnms Ἰησοῦς@nnmsp ὁ@dafp πόλις@nafpc πᾶς@aiafpn καί@cc ὁ@dafp κώμη@nafpc διδάσκω@vppanms ἐν@pd ὁ@ddfp συναγωγή@ndfpc αὐτός@rpgfp/rpgmp καί@cc κηρύσσω@vppanms ὁ@dans εὐαγγέλιον@nansc ὁ@dgfs βασιλεία@ngfsc καί@cc θεραπεύω@vppanms πᾶς@aiafsn νόσος@nafsc καί@cc πᾶς@aiafsn μαλακία@nafsc 
Mat 9:36  ὁράω@vpaanms δέ@cc ὁ@damp ὄχλος@nampc σπλαγχνίζομαι@viap3s περί@pg αὐτός@rpgmp ὅτι@cs εἰμί@viia3p σκύλλω@vpxpnmp καί@cc ῥίπτω@vpxpnmp ὡσεί@b πρόβατον@nnnpc μή@x ἔχω@vppannp ποιμήν@namsc 
Mat 9:37  τότε@b λέγω@vipa3s ὁ@ddmp μαθητής@ndmpc αὐτός@rpgms ὁ@dnms μέν@x θερισμός@nnmsc πολύς@annmsn ὁ@dnmp δέ@cc ἐργάτης@nnmpc ὀλίγος@annmpn 
Mat 9:38  δέομαι@vdap2p οὖν@cc ὁ@dgms κύριος@ngmsc ὁ@dgms θερισμός@ngmsc ὅπως@cs ἐκβάλλω@vsaa3s ἐργάτης@nampc εἰς@pa ὁ@dams θερισμός@namsc αὐτός@rpgms 
Mat 10:1  καί@cc προσκαλέομαι@vpamnms ὁ@damp δώδεκα@ac---n μαθητής@nampc αὐτός@rpgms δίδωμι@viaa3s αὐτός@rpdmp ἐξουσία@nafsc πνεῦμα@ngnpc ἀκάθαρτος@angnpn ὥστε@cs ἐκβάλλω@vnpa αὐτός@rpanp καί@cc θεραπεύω@vnpa πᾶς@aiafsn νόσος@nafsc καί@cc πᾶς@aiafsn μαλακία@nafsc 
Mat 10:2  ὁ@dgmp δέ@cc δώδεκα@ac---n ἀπόστολος@ngmpc ὁ@dnnp ὄνομα@nnnpc εἰμί@vipa3s οὗτος@rdnnp πρῶτος@aonmsn Σίμων@nnmsp ὁ@dnms λέγω@vpppnms Πέτρος@nnmsp καί@cc Ἀνδρέας@nnmsp ὁ@dnms ἀδελφός@nnmsc αὐτός@rpgms καί@cc Ἰάκωβος@nnmsp ὁ@dnms ὁ@dgms Ζεβεδαῖος@ngmsp καί@cc Ἰωάννης@nnmsp ὁ@dnms ἀδελφός@nnmsc αὐτός@rpgms 
Mat 10:3  Φίλιππος@nnmsp καί@cc Βαρθολομαῖος@nnmsp Θωμᾶς@nnmsp καί@cc Μαθθαῖος@nnmsp ὁ@dnms τελώνης@nnmsc Ἰάκωβος@nnmsp ὁ@dnms ὁ@dgms Ἁλφαῖος@ngmsp καί@cc Θαδδαῖος@nnmsp 
Mat 10:4  Σίμων@nnmsp ὁ@dnms Καναναῖος@nnmsp καί@cc Ἰούδας@nnmsp ὁ@dnms Ἰσκαριώθ@nnmsp ὁ@dnms καί@b παραδίδωμι@vpaanms αὐτός@rpams 
Mat 10:5  οὗτος@rdamp ὁ@damp δώδεκα@ac---n ἀποστέλλω@viaa3s ὁ@dnms Ἰησοῦς@nnmsp παραγγέλλω@vpaanms αὐτός@rpdmp λέγω@vppanms εἰς@pa ὁδός@nafsc ἔθνος@ngnpc μή@x ἀπέρχομαι@vsaa2p καί@cc εἰς@pa πόλις@nafsc Σαμαρίτης@ngmpp μή@x εἰσέρχομαι@vsaa2p 
Mat 10:6  πορεύομαι@vdpm2p δέ@cc μᾶλλον@b πρός@pa ὁ@danp πρόβατον@nanpc ὁ@danp ἀπόλλυμι@vpxaanp οἶκος@ngmsc Ἰσραήλ@ngmsp 
Mat 10:7  πορεύομαι@vppmnmp δέ@cc κηρύσσω@vdpa2p λέγω@vppanmp ὅτι@cs ἐγγίζω@vixa3s ὁ@dnfs βασιλεία@nnfsc ὁ@dgmp οὐρανός@ngmpc 
Mat 10:8  ἀσθενέω@vppaamp θεραπεύω@vdpa2p νεκρός@anampn ἐγείρω@vdpa2p λεπρός@anampn καθαρίζω@vdpa2p δαιμόνιον@nanpc ἐκβάλλω@vdpa2p δωρεάν@b λαμβάνω@viaa2p δωρεάν@b δίδωμι@vdaa2p 
Mat 10:9  μή@x κτάομαι@vsam2p χρυσός@namsc μηδέ@x ἄργυρος@namsc μηδέ@x χαλκός@namsc εἰς@pa ὁ@dafp ζώνη@nafpc σύ@rpg-p 
Mat 10:10  μή@x πήρα@nafsc εἰς@pa ὁδός@nafsc μηδέ@x δύο@acampn χιτών@nampc μηδέ@x ὑπόδημα@nanpc μηδέ@x ῥάβδος@nafsc ἄξιος@annmsn γάρ@cc ὁ@dnms ἐργάτης@nnmsc ὁ@dgfs τροφή@ngfsc αὐτός@rpgms 
Mat 10:11  εἰς@pa ὅς@rrafs δέ@cc ἄν@x πόλις@nafsc ἤ@cc κώμη@nafsc εἰσέρχομαι@vsaa2p ἐξετάζω@vdaa2p τίς@rqnms ἐν@pd αὐτός@rpdfs ἄξιος@annmsn εἰμί@vipa3s καί+ἐκεῖ@cc&b μένω@vdaa2p ἕως@cs ἄν@x ἐξέρχομαι@vsaa2p 
Mat 10:12  εἰσέρχομαι@vppmnmp δέ@cc εἰς@pa ὁ@dafs οἰκία@nafsc ἀσπάζομαι@vdam2p αὐτός@rpafs 
Mat 10:13  καί@cc ἐάν@cs μέν@x εἰμί@vspa3s ὁ@dnfs οἰκία@nnfsc ἄξιος@annfsn ἔρχομαι@vdaa3s ὁ@dnfs εἰρήνη@nnfsc σύ@rpg-p ἐπί@pa αὐτός@rpafs ἐάν@cs δέ@cc μή@x εἰμί@vspa3s ἄξιος@annfsn ὁ@dnfs εἰρήνη@nnfsc σύ@rpg-p πρός@pa σύ@rpa-p ἐπιστρέφω@vdap3s 
Mat 10:14  καί@cc ὅς@rrnms ἄν@x μή@x δέχομαι@vsam3s σύ@rpa-p μηδέ@x ἀκούω@vsaa3s ὁ@damp λόγος@nampc σύ@rpg-p ἐξέρχομαι@vppmnmp ἔξω@pg ὁ@dgfs οἰκία@ngfsc ἤ@cc ὁ@dgfs πόλις@ngfsc ἐκεῖνος@rdgfs ἐκτινάσσω@vdaa2p ὁ@dams κονιορτός@namsc ὁ@dgmp πούς@ngmpc σύ@rpg-p 
Mat 10:15  ἀμήν@t λέγω@vipa1s σύ@rpd-p ἀνεκτός@annnsc εἰμί@vifm3s γῆ@ndfsc Σόδομα@ngnpp καί@cc Γόμορρα@ngnpp ἐν@pd ἡμέρα@ndfsc κρίσις@ngfsc ἤ@cc ὁ@ddfs πόλις@ndfsc ἐκεῖνος@rddfs 
Mat 10:16  ἰδού@i ἐγώ@rpn-s ἀποστέλλω@vipa1s σύ@rpa-p ὡς@cs πρόβατον@nanpc ἐν@pd μέσος@andnsn λύκος@ngmpc γίνομαι@vdpm2p οὖν@cc φρόνιμος@annmpn ὡς@cs ὁ@dnmp ὄφις@nnmpc καί@cc ἀκέραιος@annmpn ὡς@cs ὁ@dnfp περιστερά@nnfpc 
Mat 10:17  προσέχω@vdpa2p δέ@cc ἀπό@pg ὁ@dgmp ἄνθρωπος@ngmpc παραδίδωμι@vifa3p γάρ@cc σύ@rpa-p εἰς@pa συνέδριον@nanpc καί@cc ἐν@pd ὁ@ddfp συναγωγή@ndfpc αὐτός@rpgmp μαστιγόω@vifa3p σύ@rpa-p 
Mat 10:18  καί@b ἐπί@pa ἡγεμών@nampc δέ@cc καί@cc βασιλεύς@nampc ἄγω@vifp2p ἕνεκα@pg ἐγώ@rpg-s εἰς@pa μαρτύριον@nansc αὐτός@rpdmp καί@cc ὁ@ddnp ἔθνος@ndnpc 
Mat 10:19  ὅταν@cs δέ@cc παραδίδωμι@vsaa3p σύ@rpa-p μή@x μεριμνάω@vsaa2p πῶς@b ἤ@cc τίς@rqans λαλέω@vsaa2p δίδωμι@vifp3s γάρ@cc σύ@rpd-p ἐν@pd ἐκεῖνος@rddfs ὁ@ddfs ὥρα@ndfsc τίς@rqans λαλέω@vsaa2p 
